epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,9035,1.10224,0.67308,0.9589,0.63498,0.45174,0.504,0.319,1.05601,0.62934,0.94078,0.003565,0.003565,0.003565
67,9305.15,1.09417,0.66709,0.95782,0.67834,0.42672,0.50554,0.32176,1.05513,0.62958,0.94076,0.003466,0.003466,0.003466
68,9574.5,1.09808,0.66837,0.95813,0.69411,0.41349,0.50252,0.32164,1.05641,0.63107,0.94122,0.003367,0.003367,0.003367
69,9843.65,1.09241,0.66416,0.95611,0.59672,0.46756,0.5061,0.32188,1.05693,0.62915,0.9412,0.003268,0.003268,0.003268
70,10113.4,1.09646,0.66621,0.95729,0.61873,0.46632,0.50565,0.31878,1.05501,0.62879,0.94059,0.003169,0.003169,0.003169
71,10382.6,1.09156,0.66145,0.9547,0.63913,0.44616,0.50348,0.31934,1.05304,0.62735,0.93983,0.00307,0.00307,0.00307
72,10652,1.08505,0.65896,0.95598,0.64653,0.44441,0.49985,0.31983,1.05136,0.62751,0.9388,0.002971,0.002971,0.002971
73,10922.4,1.08772,0.65531,0.95392,0.62197,0.44683,0.49909,0.31804,1.05053,0.62878,0.93858,0.002872,0.002872,0.002872
74,11191.3,1.08268,0.65774,0.9525,0.62624,0.45513,0.50126,0.31687,1.0512,0.62884,0.9384,0.002773,0.002773,0.002773
75,11461.4,1.07897,0.65271,0.95114,0.66289,0.4366,0.50394,0.32104,1.05007,0.62825,0.93779,0.002674,0.002674,0.002674
76,11730,1.0797,0.65281,0.95182,0.68163,0.43636,0.50649,0.32334,1.0494,0.62717,0.93729,0.002575,0.002575,0.002575
77,11999,1.0757,0.65244,0.95105,0.66117,0.4326,0.50738,0.32498,1.04867,0.62631,0.93706,0.002476,0.002476,0.002476
78,12269.2,1.0723,0.64683,0.94897,0.6977,0.42258,0.50818,0.32532,1.04866,0.62554,0.9372,0.002377,0.002377,0.002377
79,12538.5,1.07713,0.64733,0.9512,0.67262,0.4332,0.5096,0.32529,1.04729,0.62457,0.93725,0.002278,0.002278,0.002278
80,12835.2,1.0781,0.65149,0.95229,0.66855,0.43404,0.50666,0.32427,1.04664,0.62472,0.93733,0.002179,0.002179,0.002179
81,13130.6,1.07164,0.64719,0.94963,0.6798,0.43255,0.50673,0.32304,1.04683,0.62505,0.93729,0.00208,0.00208,0.00208
82,13490.3,1.07268,0.6457,0.94932,0.67157,0.43495,0.506,0.32235,1.04733,0.62425,0.93764,0.001981,0.001981,0.001981
83,13880.9,1.07348,0.64458,0.95041,0.67784,0.43183,0.50675,0.32222,1.04767,0.62253,0.93782,0.001882,0.001882,0.001882
84,14155.6,1.06797,0.64262,0.94939,0.66968,0.43555,0.51049,0.32478,1.0478,0.62252,0.9378,0.001783,0.001783,0.001783
85,14424.8,1.06769,0.63966,0.9475,0.6781,0.4367,0.51167,0.32583,1.04847,0.62181,0.93799,0.001684,0.001684,0.001684
86,14694.7,1.06362,0.63585,0.9463,0.68544,0.43374,0.5127,0.32659,1.04868,0.62202,0.93785,0.001585,0.001585,0.001585
87,14973.6,1.06012,0.6374,0.94595,0.6848,0.43403,0.51289,0.32705,1.04889,0.62191,0.93774,0.001486,0.001486,0.001486
88,15349.6,1.0591,0.63377,0.94476,0.6887,0.43151,0.51064,0.32607,1.04831,0.62221,0.93744,0.001387,0.001387,0.001387
89,15619.2,1.05383,0.62926,0.94226,0.68245,0.43678,0.51296,0.32678,1.04833,0.62203,0.93745,0.001288,0.001288,0.001288
90,15890.9,1.05961,0.63193,0.9434,0.67238,0.44516,0.51401,0.32757,1.04814,0.62121,0.93733,0.001189,0.001189,0.001189
91,16141.7,1.04367,0.61213,0.93693,0.70156,0.43625,0.5129,0.32784,1.04756,0.62074,0.937,0.00109,0.00109,0.00109
92,16391.8,1.03589,0.6049,0.93608,0.69959,0.43825,0.51308,0.32683,1.04743,0.62004,0.93697,0.000991,0.000991,0.000991
93,16643.1,1.03365,0.60152,0.93474,0.70714,0.4368,0.51462,0.32721,1.04747,0.62006,0.93723,0.000892,0.000892,0.000892
94,16894.1,1.03163,0.60283,0.93459,0.70787,0.43959,0.51665,0.32803,1.04804,0.62018,0.93744,0.000793,0.000793,0.000793
95,17144.1,1.02794,0.59714,0.93234,0.70793,0.43507,0.51685,0.32789,1.04832,0.61995,0.93765,0.000694,0.000694,0.000694
96,17393.4,1.02395,0.5943,0.9331,0.70608,0.43796,0.51601,0.32715,1.04859,0.6198,0.93778,0.000595,0.000595,0.000595
97,17646.1,1.0234,0.59385,0.93057,0.70481,0.4363,0.51498,0.32695,1.04908,0.61962,0.93804,0.000496,0.000496,0.000496
98,17898.4,1.01909,0.59038,0.92897,0.68258,0.45159,0.51442,0.32682,1.04895,0.61945,0.93805,0.000397,0.000397,0.000397
99,18149.1,1.01811,0.59111,0.93006,0.68831,0.44882,0.51321,0.3265,1.04935,0.61957,0.93831,0.000298,0.000298,0.000298
100,18400.1,1.01452,0.58758,0.92791,0.70354,0.43971,0.51297,0.32634,1.04948,0.61976,0.93847,0.000199,0.000199,0.000199
